Call Id,Agent,Date,Time,Topic,Answered (Y/N),Resolved,Speed of answer in seconds,AvgTalkDuration,Satisfaction rating,Review,Positive,Neutral,Negative,Compound,Sentiment
ID2459,Diane,2021-02-12,11:54:14,Admin Support,Y,Y,36.0,00:06:13,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2460,Dan,2021-02-12,11:54:14,Admin Support,Y,Y,67.0,00:06:52,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2461,Stewart,2021-02-12,12:14:24,Technical Support,Y,Y,91.0,00:03:06,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2462,Dan,2021-02-12,12:14:24,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2463,Greg,2021-02-12,12:24:29,Streaming,Y,Y,29.0,00:05:56,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2464,Diane,2021-02-12,12:24:29,Admin Support,Y,Y,86.0,00:04:12,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2465,Jim,2021-02-12,12:50:24,Payment related,Y,Y,58.0,00:01:52,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2466,Greg,2021-02-12,12:50:24,Payment related,Y,Y,57.0,00:00:46,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2467,Jim,2021-02-12,13:07:41,Streaming,Y,Y,70.0,00:04:48,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2468,Jim,2021-02-12,13:07:41,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2469,Joe,2021-02-12,13:24:58,Contract related,Y,Y,77.0,00:02:20,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2470,Dan,2021-02-12,13:24:58,Contract related,Y,Y,31.0,00:05:16,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2471,Diane,2021-02-12,13:29:17,Technical Support,Y,Y,43.0,00:00:56,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2472,Jim,2021-02-12,13:29:17,Technical Support,Y,Y,38.0,00:05:06,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2473,Diane,2021-02-12,15:53:17,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2474,Diane,2021-02-12,15:53:17,Contract related,Y,N,83.0,00:02:24,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2475,Jim,2021-02-12,17:13:55,Admin Support,Y,Y,122.0,00:04:31,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2476,Dan,2021-02-12,17:13:55,Technical Support,Y,Y,42.0,00:06:48,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2477,Becky,2021-02-12,17:52:48,Streaming,Y,Y,61.0,00:01:11,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2478,Jim,2021-02-12,17:52:48,Streaming,Y,N,103.0,00:03:57,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2479,Becky,2021-02-12,17:52:48,Streaming,Y,Y,110.0,00:05:26,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2480,Diane,2021-02-12,17:52:48,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2481,Martha,2021-02-13,09:14:24,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2482,Dan,2021-02-13,09:14:24,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2483,Martha,2021-02-13,09:33:07,Technical Support,Y,Y,88.0,00:02:15,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2484,Jim,2021-02-13,09:33:07,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2485,Stewart,2021-02-13,09:36:00,Technical Support,Y,Y,57.0,00:02:24,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2486,Jim,2021-02-13,09:36:00,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2487,Becky,2021-02-13,09:41:46,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2488,Dan,2021-02-13,09:41:46,Contract related,Y,Y,37.0,00:06:05,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2489,Greg,2021-02-13,09:54:43,Payment related,Y,Y,62.0,00:01:14,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2490,Greg,2021-02-13,09:54:43,Streaming,Y,Y,48.0,00:01:27,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2491,Dan,2021-02-13,10:10:34,Technical Support,Y,Y,123.0,00:03:12,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2492,Greg,2021-02-13,10:10:34,Contract related,Y,Y,83.0,00:00:50,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2493,Joe,2021-02-13,10:33:36,Admin Support,Y,Y,23.0,00:02:51,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2494,Dan,2021-02-13,10:33:36,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2495,Greg,2021-02-13,10:45:07,Streaming,Y,N,27.0,00:05:11,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2496,Joe,2021-02-13,10:45:07,Admin Support,Y,Y,78.0,00:06:23,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2497,Becky,2021-02-13,11:03:50,Streaming,Y,Y,82.0,00:05:12,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2498,Jim,2021-02-13,11:03:50,Streaming,Y,Y,50.0,00:05:27,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2499,Diane,2021-02-13,11:32:38,Admin Support,Y,Y,90.0,00:01:08,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2500,Joe,2021-02-13,11:32:38,Admin Support,Y,Y,89.0,00:05:13,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2501,Martha,2021-02-13,12:12:58,Payment related,Y,Y,79.0,00:06:47,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2502,Greg,2021-02-13,12:12:58,Contract related,Y,Y,123.0,00:06:42,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2503,Dan,2021-02-13,12:25:55,Admin Support,Y,Y,97.0,00:02:32,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2504,Dan,2021-02-13,12:25:55,Technical Support,Y,Y,74.0,00:05:57,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2505,Jim,2021-02-13,12:27:22,Admin Support,Y,Y,68.0,00:03:10,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2506,Joe,2021-02-13,12:27:22,Streaming,Y,Y,100.0,00:04:26,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2507,Jim,2021-02-13,12:28:48,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2508,Martha,2021-02-13,12:28:48,Contract related,Y,Y,34.0,00:04:29,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2509,Dan,2021-02-13,12:47:31,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2510,Greg,2021-02-13,12:47:31,Contract related,Y,Y,33.0,00:03:46,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2511,Greg,2021-02-13,12:53:17,Contract related,Y,Y,63.0,00:05:13,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2512,Greg,2021-02-13,12:53:17,Technical Support,Y,Y,54.0,00:02:58,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2513,Greg,2021-02-13,13:13:26,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2514,Greg,2021-02-13,13:13:26,Technical Support,Y,Y,91.0,00:03:42,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2515,Becky,2021-02-13,13:16:19,Payment related,Y,Y,89.0,00:04:15,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2516,Joe,2021-02-13,13:16:19,Payment related,Y,Y,75.0,00:04:39,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2517,Greg,2021-02-13,13:30:43,Streaming,Y,Y,54.0,00:00:35,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2518,Stewart,2021-02-13,13:30:43,Payment related,Y,Y,43.0,00:03:08,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2519,Stewart,2021-02-13,14:28:19,Admin Support,Y,Y,45.0,00:06:53,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2520,Martha,2021-02-13,14:28:19,Payment related,Y,Y,79.0,00:00:31,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2521,Joe,2021-02-13,14:39:50,Technical Support,Y,Y,27.0,00:03:14,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2522,Diane,2021-02-13,14:39:50,Payment related,Y,Y,59.0,00:05:33,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2523,Stewart,2021-02-13,15:14:24,Contract related,Y,N,70.0,00:00:52,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2524,Dan,2021-02-13,15:14:24,Payment related,Y,N,92.0,00:01:26,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2525,Greg,2021-02-13,15:33:07,Technical Support,Y,Y,96.0,00:04:35,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2526,Becky,2021-02-13,15:33:07,Streaming,Y,Y,79.0,00:05:10,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2527,Greg,2021-02-13,15:57:36,Admin Support,Y,Y,115.0,00:01:05,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2528,Jim,2021-02-13,15:57:36,Payment related,Y,Y,71.0,00:05:46,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2529,Martha,2021-02-13,16:16:19,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2530,Stewart,2021-02-13,16:16:19,Payment related,Y,N,124.0,00:05:41,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2531,Diane,2021-02-13,16:50:53,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2532,Joe,2021-02-13,16:50:53,Contract related,Y,Y,35.0,00:00:31,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2533,Dan,2021-02-13,17:18:14,Contract related,Y,Y,106.0,00:03:22,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2534,Dan,2021-02-13,17:18:14,Contract related,Y,Y,32.0,00:03:33,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2535,Jim,2021-02-14,09:07:12,Payment related,Y,Y,119.0,00:04:18,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2536,Greg,2021-02-14,09:07:12,Contract related,Y,Y,112.0,00:04:29,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2537,Stewart,2021-02-14,09:38:53,Technical Support,Y,Y,49.0,00:04:10,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2538,Stewart,2021-02-14,09:38:53,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2539,Joe,2021-02-14,09:46:05,Admin Support,Y,Y,74.0,00:04:54,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2540,Greg,2021-02-14,09:46:05,Streaming,Y,N,117.0,00:02:45,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2541,Jim,2021-02-14,09:48:58,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2542,Diane,2021-02-14,09:48:58,Admin Support,Y,Y,40.0,00:06:51,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2543,Martha,2021-02-14,10:24:58,Contract related,Y,Y,87.0,00:04:53,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2544,Martha,2021-02-14,10:24:58,Streaming,Y,Y,58.0,00:01:24,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2545,Becky,2021-02-14,10:30:43,Technical Support,Y,Y,84.0,00:06:00,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2546,Jim,2021-02-14,10:30:43,Payment related,Y,Y,54.0,00:02:17,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2547,Dan,2021-02-14,10:52:19,Contract related,Y,Y,13.0,00:05:36,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2548,Diane,2021-02-14,10:52:19,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2549,Jim,2021-02-14,11:54:14,Technical Support,Y,Y,42.0,00:00:36,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2550,Stewart,2021-02-14,11:54:14,Payment related,Y,Y,12.0,00:02:36,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2551,Diane,2021-02-14,12:31:41,Admin Support,Y,Y,13.0,00:04:40,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2552,Greg,2021-02-14,12:31:41,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2553,Diane,2021-02-14,12:41:46,Streaming,Y,Y,100.0,00:03:11,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2554,Joe,2021-02-14,12:41:46,Payment related,Y,Y,70.0,00:01:10,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2555,Stewart,2021-02-14,12:57:36,Streaming,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2556,Jim,2021-02-14,12:57:36,Technical Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2557,Becky,2021-02-14,13:13:26,Technical Support,Y,Y,102.0,00:05:53,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2558,Becky,2021-02-14,13:13:26,Technical Support,Y,Y,82.0,00:03:19,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2559,Joe,2021-02-14,13:26:24,Streaming,Y,N,24.0,00:04:07,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2560,Stewart,2021-02-14,13:26:24,Admin Support,Y,Y,10.0,00:01:39,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2561,Jim,2021-02-14,13:46:34,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2562,Stewart,2021-02-14,13:46:34,Streaming,Y,Y,80.0,00:05:01,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2563,Stewart,2021-02-14,13:50:53,Technical Support,Y,Y,63.0,00:06:14,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2564,Greg,2021-02-14,13:50:53,Contract related,Y,Y,43.0,00:06:53,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2565,Dan,2021-02-14,14:21:07,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2566,Diane,2021-02-14,14:21:07,Payment related,Y,Y,87.0,00:02:02,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2567,Joe,2021-02-14,14:24:00,Technical Support,Y,Y,125.0,00:06:04,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2568,Stewart,2021-02-14,14:24:00,Payment related,Y,Y,56.0,00:03:52,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2569,Greg,2021-02-14,14:49:55,Payment related,Y,Y,88.0,00:03:46,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2570,Jim,2021-02-14,14:49:55,Payment related,Y,Y,45.0,00:01:17,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2571,Dan,2021-02-14,14:51:22,Technical Support,Y,Y,24.0,00:02:01,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2572,Jim,2021-02-14,14:51:22,Contract related,Y,Y,23.0,00:04:12,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2573,Becky,2021-02-14,15:34:34,Payment related,Y,Y,66.0,00:06:47,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2574,Martha,2021-02-14,15:34:34,Admin Support,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2575,Joe,2021-02-14,16:27:50,Streaming,Y,Y,67.0,00:01:35,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2576,Becky,2021-02-14,16:27:50,Technical Support,Y,Y,39.0,00:05:14,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2577,Becky,2021-02-14,16:37:55,Streaming,Y,Y,70.0,00:00:39,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2578,Jim,2021-02-14,16:37:55,Admin Support,Y,Y,40.0,00:06:39,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2579,Stewart,2021-02-14,16:37:55,Contract related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2580,Martha,2021-02-14,16:37:55,Admin Support,Y,Y,28.0,00:06:26,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2581,Joe,2021-02-14,16:50:53,Technical Support,Y,Y,107.0,00:03:39,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2582,Stewart,2021-02-14,16:50:53,Payment related,Y,Y,62.0,00:04:42,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2583,Diane,2021-02-14,16:53:46,Technical Support,Y,Y,80.0,00:04:20,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2584,Stewart,2021-02-14,16:53:46,Contract related,Y,Y,63.0,00:03:06,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2585,Becky,2021-02-14,17:09:36,Technical Support,Y,Y,36.0,00:05:18,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2586,Dan,2021-02-14,17:09:36,Contract related,Y,Y,64.0,00:02:05,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2587,Greg,2021-02-14,17:09:36,Contract related,Y,Y,110.0,00:05:43,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2588,Jim,2021-02-14,17:09:36,Admin Support,Y,Y,43.0,00:06:22,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2589,Jim,2021-02-14,17:11:02,Technical Support,Y,Y,76.0,00:04:44,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2590,Joe,2021-02-14,17:11:02,Technical Support,Y,Y,45.0,00:02:29,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2591,Martha,2021-02-14,17:36:58,Streaming,Y,N,109.0,00:01:12,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2592,Joe,2021-02-14,17:36:58,Streaming,Y,Y,68.0,00:06:54,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2593,Greg,2021-02-14,17:42:43,Contract related,Y,N,99.0,00:06:54,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2594,Dan,2021-02-14,17:42:43,Contract related,Y,Y,27.0,00:04:05,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2595,Greg,2021-02-15,09:00:00,Streaming,Y,Y,14.0,00:00:58,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2596,Greg,2021-02-15,09:00:00,Admin Support,Y,Y,81.0,00:04:21,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2597,Dan,2021-02-15,09:33:07,Admin Support,Y,Y,24.0,00:03:07,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2598,Dan,2021-02-15,09:33:07,Contract related,Y,Y,13.0,00:05:48,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2599,Becky,2021-02-15,10:01:55,Technical Support,Y,Y,89.0,00:00:53,1.0,"Extremely Disapponted, Didnt Resolved the Issue ",0.0,0.737,0.263,-0.1978,Negative
ID2600,Becky,2021-02-15,10:01:55,Streaming,Y,Y,103.0,00:05:57,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2601,Jim,2021-02-15,10:01:55,Payment related,Y,Y,103.0,00:03:48,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2602,Greg,2021-02-15,10:01:55,Payment related,N,N,,,,"Worst, Call Not Picked",0.0,0.423,0.577,-0.6249,Negative
ID2603,Stewart,2021-02-15,10:20:38,Contract related,Y,N,59.0,00:03:31,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2604,Joe,2021-02-15,10:20:38,Payment related,Y,Y,113.0,00:01:38,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2605,Diane,2021-02-15,11:12:29,Contract related,Y,Y,69.0,00:01:52,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2606,Diane,2021-02-15,11:12:29,Technical Support,Y,Y,69.0,00:01:51,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2607,Becky,2021-02-15,11:34:05,Technical Support,Y,N,11.0,00:05:07,4.0,"Resolved the Issue, Satisfactory",0.677,0.323,0.0,0.4939,Positive
ID2608,Dan,2021-02-15,11:34:05,Contract related,Y,Y,75.0,00:04:11,2.0,"Resolved the Issue, Didn't Resolve the Issue, Responded Poorly, Took so  much time to resolve ",0.233,0.649,0.118,0.2769,Positive
ID2609,Jim,2021-02-15,11:41:17,Technical Support,Y,N,24.0,00:02:32,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2610,Becky,2021-02-15,11:41:17,Admin Support,Y,Y,124.0,00:06:08,3.0,"Talked with patience, Tried to resolve the issue, Resolved the Issue",0.323,0.677,0.0,0.5106,Positive
ID2611,Greg,2021-02-15,11:45:36,Admin Support,Y,Y,32.0,00:02:34,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
ID2612,Stewart,2021-02-15,11:45:36,Admin Support,Y,Y,105.0,00:06:34,5.0,"Resolved the Issue, Very Polite, Happy with the Work ",0.448,0.552,0.0,0.6887,Positive
